County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
New York,628759,Store,JAC,FRUTERA EL BUEN CAMINO CORP,FRUTERA EL BUEN CAMINO,3888,BROADWAY,,,NEW YORK,NY,10032,300,POINT (-73.9423 40.83742)
New York,628749,Store,JAC,MEXICAN DELI INC,MEXICAN DELI,2711,BROADWAY,,,NEW YORK,NY,10025,0,POINT (-73.96843 40.79957)
New York,628656,Store,A,CITY FUELS LLC,BP,4353,BROADWAY,,,NEW YORK,NY,10033,2300,POINT (-73.93408 40.85343)
New York,628594,Store,JAC,2732 CONVENIENCE GROCERY CORP,2732 CONVENIENCE GROCER,2732,BROADWAY,,,NEW YORK,NY,10025,525,POINT (-73.96796 40.80017)
New York,628536,Store,JAC,M&V INTERNATIONAL FOOD INC,FOOD PALACE,4453,BROADWAY,,,NEW YORK,NY,10040,2000,POINT (-73.93246 40.85703)
New York,628495,Store,A,99 CENT WORLD & VARIETY CORP,99 CENT WORLD & VARIETY,4242,BROADWAY,,,NEW YORK,NY,10033,2500,POINT (-73.9362 40.8497)
New York,628449,Store,A,DUANE READE ET AL PTRS,DUANE READE #14430,1350,BROADWAY,,,NEW YORK,NY,10018,14000,POINT (-73.9877 40.75108)
New York,628269,Store,A,CVS ALBANY LLC,CVS PHARMACY #6066,2495,BROADWAY,,,NEW YORK,NY,10025,10500,POINT (-73.97338 40.7926)
New York,628133,Store,JAC,KAY MARKET INC,KAY MARKET,645,BROADWAY,,,NEW YORK,NY,10012,10000,POINT (-73.99571 40.72669)
New York,627990,Store,A,DUANE READE ETAL PTRS,DUANE READE 14408,459,BROADWAY,,,NEW YORK,NY,10013,0,POINT (-74.00071 40.72073)
New York,627949,Store,JAC,BELLO DELI FOOD CORP,BELLO DELI FOOD,5009,BROADWAY,,,NEW YORK,NY,10034,1500,POINT (-73.91699 40.86919)
New York,627739,Store,JAC,BEST NY DELI GROCERY INC,BEST NY DELI GROCERY,4133,BROADWAY,,,NEW YORK,NY,10033,600,POINT (-73.93851 40.84596)
New York,627691,Store,JAC,DUANE READE ETAL PTRS,DUANE READE #14404,1657,BROADWAY,,,NEW YORK,NY,10019,18000,POINT (-73.98335 40.7625)
New York,627661,Store,JAC,PARAMOUNT NEWS LLC,GATE WAY NEWS,1633,BROADWAY,,,NEW YORK,NY,10019,900,POINT (-73.9838 40.76182)
New York,627578,Store,JAC,THRIFTY DELI SUPERMARKET CORP,THRIFTY DELI SPRMKT,3149,BROADWAY,,,NEW YORK,NY,10027,3500,POINT (-73.95946 40.8143)
New York,627530,Store,JABC,WS MARKETS LLC,WEST SIDE SUPERMARKETS,2840,BROADWAY,,,NEW YORK,NY,10025,20000,POINT (-73.96637 40.80445)
New York,627514,Store,A,ME QUICK STOP GROCERY & CANDY STO,ME QUICK STOP GRCY&CNDY,4314,BROADWAY,,,NEW YORK,NY,10033,500,POINT (-73.93488 40.85187)
New York,627401,Store,JAC,DUANE READE ETAL PTRS,DUANE READE #14389,1889,BROADWAY,,,NEW YORK,NY,10023,3600,POINT (-73.98226 40.77126)
New York,627308,Store,A,MD WEST SIDE GOURMET CORP,MD WEST SIDE GOURMET,2528,BROADWAY,,,NEW YORK,NY,10025,300,POINT (-73.97241 40.79363)
New York,626903,Store,JAC,SANO HEALTH FOOD CENTER INC,SANO HEALTH FOOD CENTER,4069,BROADWAY,,,NEW YORK,NY,10032,2000,POINT (-73.93908 40.84368)
New York,626649,Store,JAC,3060 BROADWAY CORP,OLIVE TREE DELI,3060,BROADWAY,,,NEW YORK,NY,10027,1500,POINT (-73.96133 40.81135)
New York,626562,Store,A,DUANE READE ETAL PTRS,DUANE READE 14276,1270,BROADWAY,,,NEW YORK,NY,10001,10560,POINT (-73.98806 40.74889)
New York,626558,Store,A,DUANE READE ETAL PTRS,DUANE READE 14225,2864,BROADWAY,,,NEW YORK,NY,10025,6760,POINT (-73.96592 40.80508)
New York,626553,Store,A,DUANE READE ETAL PTRS,DUANE READE 14118,305,BROADWAY,,,NEW YORK,NY,10007,3000,POINT (-74.00528 40.71538)
New York,626550,Store,A,DUANE READE ETAL PTRS,DUANE READE,1430,BROADWAY,,,NEW YORK,NY,10018,12000,POINT (-73.98693 40.75411)
New York,626549,Store,A,DUANE READE ETAL PTRS,DUANE READE 14101,37,BROADWAY,,,NEW YORK,NY,10006,7500,POINT (-74.01302 40.70615)
New York,626499,Store,JAC,CREATIVE HEALTH FOOD STORE INC,CREATIVE HEALTH,2801,BROADWAY,,,NEW YORK,NY,10025,500,POINT (-73.96763 40.80307)
New York,626498,Store,A,RITE AID OF NEW YORK INC,RITE AID 7808,4188,BROADWAY,,,NEW YORK,NY,10033,5000,POINT (-73.93778 40.84818)
New York,626461,Store,JAC,DUANE READE ETAL PTRS,DUANE READE #14524,1627-1629,BROADWAY,,,NEW YORK,NY,10019,2000,POINT (-73.98414 40.76131)
New York,626447,Store,A,DUANE READE ETAL PTRS,DUANE READE 14146,2520-2526,BROADWAY,,,NEW YORK,NY,10025,8900,POINT (-73.9725 40.7935)
New York,626382,Store,JAC,LA ROSA FOODS INC,LA ROSA,4161,BROADWAY,,,NEW YORK,NY,10033,1500,POINT (-73.93822 40.84702)
New York,626141,Store,A,HILLSIDE GREETINGS CARDS INS,HILLSIDE GREETINGS CARD,4534,BROADWAY,,,NEW YORK,NY,10040,500,POINT (-73.93153 40.85885)
New York,625936,Store,JABC,NAMDOR INC,GRISTEDES 601,2704,BROADWAY,,,NEW YORK,NY,10025,17000,POINT (-73.96835 40.79926)
New York,625809,Store,A,ADIL ENTERPRISES INC,SMOKE & NEWS,3189,BROADWAY,,,NEW YORK,NY,10027,2200,POINT (-73.95858 40.8155)
New York,625757,Store,JAC,BROADWAY SPECIALTY FOODS INC,GARDEN OF EDEN,2780,BROADWAY,,,NEW YORK,NY,10025,4300,POINT (-73.96765 40.80236)
New York,625709,Store,JAC,2451 BROADWAY MARKET INC,BARZINIS,2451,BROADWAY,,,NEW YORK,NY,10024,16000,POINT (-73.97432 40.79132)
New York,625351,Store,A,UNIQUE NEWS INC,UNIQUE NEWS,2218,BROADWAY,,,NEW YORK,NY,10024,600,POINT (-73.98001 40.78363)
New York,625298,Store,JAC,LAMICH CORP,MONDEL CHOCOLATES,2913,BROADWAY,,,NEW YORK,NY,10025,1000,POINT (-73.96509 40.80656)
New York,625236,Store,JABC,WESTSIDE SUPERMARKET LLC,WESTSIDE SUPERMARKET,77,7TH AVENUE,,,NEW YORK,NY,10011,25000,POINT (-73.99941 40.73892)
New York,625186,Store,JAC,BLUE AND WHITE MARKETS INC,MORTON WILLIAMS UNIVERS,2941,BROADWAY,,,NEW YORK,NY,10025,4000,POINT (-73.96435 40.80757)
New York,625124,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 04887,4910,BROADWAY,,,NEW YORK,NY,10034,8000,POINT (-73.92211 40.86737)
New York,625119,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 04185,3539,BROADWAY,,,NEW YORK,NY,10031,6000,POINT (-73.95062 40.82635)
New York,625012,Store,JAC,ARIMERBEN CO INC,MURRAYS STURGEON SHOP,2429,BROADWAY,,,NEW YORK,NY,10024,1200,POINT (-73.9749 40.79052)
New York,624928,Store,JAC,LUNA BROTHERS INC,C TOWN,3632,BROADWAY,,,NEW YORK,NY,10031,18000,POINT (-73.9482 40.82937)
New York,624461,Store,JAC,FARE FARM FOOD CORP,FINE FARE SUPERMARKET,4776,BROADWAY,,,NEW YORK,NY,10034,15000,POINT (-73.92654 40.8658)
New York,624421,Store,JAC,BROADWAY FRUIT MARKET LLC,BROADWAY FARM,2341,BROADWAY,,,NEW YORK,NY,10024,4300,POINT (-73.97703 40.78782)
New York,624394,Store,JAC,MILANO MARKET INC,MILANO MARKET,2892,BROADWAY,,,NEW YORK,NY,10025,3000,POINT (-73.96531 40.8059)
New York,624129,Store,JAC,MELISSA IS FOOD CORP,MELISSAS GOURMET DELI,1879,BROADWAY,,,NEW YORK,NY,10023,1400,POINT (-73.98225 40.77061)
New York,624034,Store,A,RITE AID OF NEW YORK INC,RITE AID 2010,4046,BROADWAY,,,NEW YORK,NY,10032,5000,POINT (-73.9392 40.8429)
New York,623934,Store,A,DUANE READE ET AL PTRS,DUANE READE 14102,250,BROADWAY,,,NEW YORK,NY,10007,5000,POINT (-74.00742 40.71281)
New York,623535,Store,A,DUANE READE ET AL PTRS,DUANE READE 14194,2681-7,BROADWAY,,,NEW YORK,NY,10025,15000,POINT (-73.96896 40.7987)
New York,623468,Store,JAC,ORGANIC PARADISE HEALTH FOODS INC,ORGANIC PARADISE HEALTH,4532,BROADWAY,,,NEW YORK,NY,10040,800,POINT (-73.93154 40.85883)
New York,623190,Store,JAC,RIVERSIDE GOURMET MARKET INC,RIVERSIDE GOURMET MKT,3779,BROADWAY,,,NEW YORK,NY,10032,2000,POINT (-73.94497 40.83409)
New York,622587,Store,JAC,LINA FOOD CORP,C TOWN,4918-26,BROADWAY,,,NEW YORK,NY,10034,25000,POINT (-73.92175 40.8675)
New York,622503,Store,JAC,3550 FOOD CORP,KEY FOOD SUPERMARKET,3550,BROADWAY,,,NEW YORK,NY,10031,15000,POINT (-73.95002 40.82687)
New York,622370,Store,JAC,KOSHER MARKET PLACE INC THE,KOSHER MARKET PLACE,2442,BROADWAY,,,NEW YORK,NY,10024,3000,POINT (-73.97429 40.79106)
New York,622221,Store,JAC,MID ATLANTIC INC,MID ATLANTIC,4250,BROADWAY,,,NEW YORK,NY,10033,1500,POINT (-73.9359 40.84997)
New York,621526,Store,JAC,3484 BROADWAY MINI MARKET INC,3484 BROADWAY MINI MKT,3484,BROADWAY,,,NEW YORK,NY,10031,1800,POINT (-73.95161 40.82469)
New York,621480,Store,JAC,REYES JUAN MANUEL,MANUELS GROCERY,3675,BROADWAY,,,NEW YORK,NY,10031,2100,POINT (-73.94721 40.831)
New York,621143,Store,JAC,GREAT WAY FOODS INC,KEY FOOD 790,4365,BROADWAY,,,NEW YORK,NY,10033,15000,POINT (-73.9338 40.85396)
New York,621015,Store,JAC,3011 GROCERY INC,C TOWN,3320,BROADWAY,,,NEW YORK,NY,10031,20000,POINT (-73.95524 40.81968)
New York,620617,Store,JAC,SAMADS GOURMET INC,SAMADS GOURMET,2867,BROADWAY,,,NEW YORK,NY,10025,2500,POINT (-73.96614 40.80509)
New York,620382,Store,JABC,ZABARS & CO INC,ZABARS,2245,BROADWAY,,,NEW YORK,NY,10024,15000,POINT (-73.97939 40.78478)
New York,620217,Store,JAC,GENERAL NUTRITION CORP,GENERAL NUTRITION 2916,2,BROADWAY,,,NEW YORK,NY,10004,2000,POINT (-74.01327 40.70455)
New York,620216,Store,A,GENERAL NUTRITION CORP,GENERAL NUTRITION 2930,299,BROADWAY,,,NEW YORK,NY,10007,1500,POINT (-74.00559 40.71503)
Kings,619984,Store,JAC,786 FLATBUSH FOOD CORP,KEY FOOD,786,FLATBUSH AVENUE,,,BROOKLYN,NY,11226,7000,POINT (-73.95947 40.65365)
Kings,618516,Store,A,WALGREEN EASTERN CO INC,WALGREENS #11141,1366,BROADWAY,,,BROOKLYN,NY,11221,5775,POINT (-73.92209 40.6895)
Kings,618039,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #5751,1317,BROADWAY,,,BROOKLYN,NY,11221,5000,POINT (-73.92352 40.69034)
Kings,618006,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #7069,1165A,BROADWAY,,,BROOKLYN,NY,11221,6000,POINT (-73.92815 40.69297)
Kings,617840,Store,JAC,SY ORGANIC FARM INC,SY ORGANIC FARM,724,BROADWAY,,,BROOKLYN,NY,11206,1400,POINT (-73.94264 40.70117)
Kings,616529,Store,A,WALGREENS EASTERN CO INC,WALGREENS #01918,755,BROADWAY,,,BROOKLYN,NY,11206,5000,POINT (-73.94165 40.70057)
Kings,615287,Store,JAC,GRASS FED INC,MARLOW & DAUGHTERS,95,BROADWAY,,,BROOKLYN,NY,11249,1200,POINT (-73.96509 40.71042)
Kings,614737,Store,JABC,JOSEF KORN BAKE SHOP INC,KORNS BAKERY,914,KINGS HIGHWAY,,,BROOKLYN,NY,11223,1000,POINT (-73.96335 40.60687)
Kings,614588,Store,JAC,KICOPI 957 INC,MR KIWI,957,BROADWAY,,,BROOKLYN,NY,11221,2000,POINT (-73.93483 40.69673)
Kings,614067,Store,JAC,TRIANGLE DELI CORP,HAUTER GROCERY STORE,1334,BROADWAY,,,BROOKLYN,NY,11221,2500,POINT (-73.92312 40.6901)
Kings,613628,Store,A,ECHO DRUGS INC,ECHO DRUGS,260,BROADWAY,,,BROOKLYN,NY,11211,4000,POINT (-73.95945 40.70898)
Kings,612611,Store,A,GENERAL NUTRITION CORP,GNC 9093,608,BRIGHTON BEACH AVENUE,,,BROOKLYN,NY,11235,1000,POINT (-73.96116 40.57768)
Kings,612392,Store,JAC,BROADWAY MINI MARKET DELI INC,BROADWAY MINI MARKET,403,BROADWAY,,,BROOKLYN,NY,11211,1500,POINT (-73.95391 40.70704)
Kings,611183,Store,JAC,CHI GU KIM,ANGEL FISH MARKET,1255,BROADWAY,,,BROOKLYN,NY,11221,2400,POINT (-73.92519 40.69129)
Kings,610798,Store,JAC,HB & SON MEAT CORP,MARKETPLACE OF BUSHWICK,1781-1783,BROADWAY,,,BROOKLYN,NY,11207,15000,POINT (-73.9094 40.68229)
Kings,610496,Store,JAC,BROADWAY MEATS INC,BROADWAY MEATS,1259,BROADWAY,,,BROOKLYN,NY,11221,2500,POINT (-73.92509 40.69123)
Kings,610113,Store,JAC,1533 SUPERMARKET INC,KEY FOOD,1533,BROADWAY,,,BROOKLYN,NY,11221,9000,POINT (-73.91659 40.68636)
Bronx,609502,Store,JAC,AMEER FOOD GROCERY CORP,AMEER FOOD GROCERY,1964,GRAND CONCOURSE,,,BRONX,NY,10457,700,POINT (-73.9046 40.85092)
Bronx,609457,Store,JAC,GREEN EARTH FOOD CORP,GREEN EARTH GRCY STORE,1420,GRAND CONCOURSE,,,BRONX,NY,10456,1500,POINT (-73.91314 40.83944)
Bronx,609423,Store,JAC,TAVERAS FOOD CENTER CORP,TAVERAS FOOD CENTER,5193,BROADWAY,,,BRONX,NY,10463,0,POINT (-73.90999 40.87442)
Bronx,609332,Store,JAC,YOUSEF MEILAD & MASOUED FATHY,CITY LINE GROCERY,6655,BROADWAY,,,BRONX,NY,10471,1000,POINT (-73.89659 40.91008)
Bronx,609329,Store,JAC,NEW BEST SUSHI WORLD INC,NEW BEST SUSHI WORLD,5665,BROADWAY,,,BRONX,NY,10463,0,POINT (-73.9033 40.88106)
Bronx,609259,Store,JAC,RIVERDALE DELI & GROCERY INC,RIVERDALE DELI & GROCER,5991,BROADWAY,,,BRONX,NY,10471,600,POINT (-73.89802 40.89014)
Bronx,608908,Store,JAC,NADAL 3 DELI CONVENIENCE INC,NADAL 3 DELI CONVNIENCE,888A,GRAND CONCOURSE,,,BRONX,NY,10451,1800,POINT (-73.92285 40.82651)
Bronx,608643,Store,JAC,156 FOOD MARKET INC,156 FOOD MARKET,760,GRAND CONCOURSE,,,BRONX,NY,10451,1800,POINT (-73.924386 40.823696)
Bronx,607834,Store,A,DOLOMA CONVENIENCE STORE INC,DOLOMA CONVENIENCE STRE,5565,BROADWAY,,,BRONX,NY,10463,1800,POINT (-73.90499 40.87871)
Bronx,607800,Store,JAC,N&I VENTURE CORP,CITGO MINI MART,6571,BROADWAY,,,BRONX,NY,10471,700,POINT (-73.89653 40.90774)
Bronx,606690,Store,JAC,F&K FOOD CENTER CORP,F&K FOOD CENTER,2837-2839,GRAND CONCOURSE,,,BRONX,NY,10468,2000,POINT (-73.89133 40.87009)
Bronx,605984,Store,JAC,JIN SUN PRODUCE CORP,JIN SUN PRODUCE,5590,BROADWAY,,,BRONX,NY,10463,2000,POINT (-73.90457 40.87931)
Bronx,605982,Store,A,JD CONVENIENCE STORE LLC,JD CONVENIENCE STORE,5595,BROADWAY,,,BRONX,NY,10463,1800,POINT (-73.90454 40.87935)
Bronx,605866,Store,JABC,KINGSBRIDGE MARKETPLACE CORP,FOODTOWN,5555,BROADWAY,,,BRONX,NY,10463,20000,POINT (-73.90509 40.87855)
Bronx,605091,Store,A,UMK INC,TE AMO-CONVENIENCE STOR,5582,BROADWAY,,,BRONX,NY,10463,1000,POINT (-73.9047 40.87913)
Bronx,604994,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03429,1540,GRAND CONCOURSE,,,BRONX,NY,10457,3000,POINT (-73.91218 40.84187)
Bronx,604381,Store,A,GENOVESE DRUG STORES INC,RITE AID 10541,5825-35,BROADWAY,,,BRONX,NY,10463,10000,POINT (-73.90057 40.88538)
Bronx,603904,Store,JAC,RIVERDALE MEAT&PRODUCE CORP,C TOWN,5249,BROADWAY,,,BRONX,NY,10463,8000,POINT (-73.9084 40.87559)
Bronx,603794,Store,JAC,VILLAS MARKET PLACE INC,GARDEN GOURMET,5665,BROADWAY,,,BRONX,NY,10463,5000,POINT (-73.9033 40.88106)
Bronx,603400,Store,JAC,VARGAS&RODRIGUEZ SUPERMARKET INC,FINE FARE SUPERMARKET,3131,GRAND CONCOURSE,,,BRONX,NY,10468,5000,POINT (-73.88648 40.8751)
Bronx,602442,Store,JAC,ALANIS DELI GROCERY CORP,YENIDE DELI GROCERY,2563-2565,GRAND CONCOURSE,,,BRONX,NY,10468,1500,POINT (-73.89612 40.86404)
Bronx,601572,Store,A,BHAGDATTS SPICES&SAREE CENTER LTD,BHAGDATTS SPICES & SARE,2081,GRAND CONCOURSE,,,BRONX,NY,10453,1800,POINT (-73.90274 40.85377)
Bronx,601477,Store,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 503,5716,BROADWAY,,,BRONX,NY,10463,27000,POINT (-73.90201 40.88187)
Bronx,601470,Store,JABCHK,LLOYDS CARROT CAKE INC,LLOYDS CARROT CAKE,6087,BROADWAY,,,BRONX,NY,10471,800,POINT (-73.89648 40.89401)
Bronx,600307,Store,A,WALGREEN EASTERN CO INC,WALGREENS 1013,5564,BROADWAY,,,BRONX,NY,10463,20000,POINT (-73.90504 40.87863)
Westchester,552716,Store,JABCH,PALISADES FUEL INC,OLD VILLAGE PANTRY,1,BROADWAY,,,PLEASANTVILLE,NY,10570,900,POINT (-73.77863 41.14011)
Westchester,551321,Store,JAC,SHOP-RITE SUPERMARKETS INC,SHOPRITE #276 THORNWOOD,960,BROADWAY,,,THORNWOOD,NY,10594,40000,POINT (-73.78012 41.12609)
Westchester,551083,Store,JAC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 0530,390,BROADWAY,,,DOBBS FERRY,NY,10522,18000,POINT (-73.87132 41.01472)
Washington,535201,Store,JAC,PUTORTI FRANCIS&CHERYL,PUTORTI BROADWAY MARKET,155,BROADWAY,,,WHITEHALL,NY,12887,2000,POINT (-73.40456 43.55028)
Washington,535125,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1603,196,BROADWAY,,,WHITEHALL,NY,12887,1800,POINT (-73.40649 43.54611)
Washington,530803,Store,JAC,CUMBERLAND FARMS INC,CUMBERLAND FARMS 1512,351,BROADWAY,,,FORT EDWARD,NY,12828,2000,POINT (-73.58653 43.28339)
Washington,530739,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 215,107,BROADWAY,,,FORT EDWARD,NY,12828,1800,POINT (-73.58505 43.26739)
Washington,530135,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10980,180,BROADWAY,,,WHITEHALL,NY,12887,3000,POINT (-73.40599 43.54733)
Washington,530133,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #123,378,BROADWAY,,,FORT EDWARD,NY,12828,2300,POINT (-73.58658 43.28544)
Washington,530056,Store,A,CVS ALBANY LLC,CVS PHARMACY 05166,170,BROADWAY,,,WHITEHALL,NY,12887,3000,POINT (-73.40591 43.54752)
Ulster,515570,Store,A,VAN LOANS BEVERAGE CORP,VAN LOANS DISCOUNT BVG,327,BROADWAY,,,PORT EWEN,NY,12466,7500,POINT (-73.97412 41.90161)
Ulster,515440,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 141,268,BROADWAY,,,KINGSTON,NY,12401,1500,POINT (-73.9896 41.92506)
Ulster,510777,Store,A,WALGREEN EASTERN CO INC,WALGREENS #02077,316,BROADWAY,,,KINGSTON,NY,12401,13000,POINT (-73.99159 41.9255)
Ulster,510684,Store,JAC,CHEEKAM MART INC,MOBIL SNACK SHOP,625,BROADWAY,,,KINGSTON,NY,12401,2500,POINT (-74.00521 41.9298)
Ulster,510683,Store,A,ECKERD CORP,RITE AID PHARMACY 10700,485,BROADWAY,,,KINGSTON,NY,12401,4500,POINT (-73.99946 41.92765)
Sullivan,480248,Store,A,ALDI INC,ALDI 56,121,BROADWAY,,,MONTICELLO,NY,12701,150000,POINT (-74.6807 41.65343)
Sullivan,480113,Store,JAC,EXPRESS MOBIL MART INC,MOBIL MART,519,BROADWAY,,,MONTICELLO,NY,12701,1950,POINT (-74.6919 41.65631)
Suffolk,474925,Store,JAC,ROHAN (NY) INC,BROADWAY CONVENIENCE,250,BROADWAY,,,AMITYVILLE,NY,11701,1200,POINT (-73.4169 40.68098)
Suffolk,474508,Store,A,VALUE DRUGS GREENLAWN INC,VALUE DRUGS,106,BROADWAY,,,GREENLAWN,NY,11740,15700,POINT (-73.36437 40.86625)
Suffolk,473985,Store,JAC,THREE WS INC,PIONEER MARKET,19-21,BROADWAY,,,FAIR HARBOR,NY,11706,5000,POINT (-73.18597 40.64036)
Suffolk,473940,Store,JAC,M&B METRO DELI LLC,M&B METRO DELI,571,BROADWAY,,,AMITYVILLE,NY,11701,1500,POINT (-73.42212 40.69256)
Suffolk,473524,Store,JAC,NOLDOS DELI CORP,NOLDOS DELI & GROCERY,216,BROADWAY,,,AMITYVILLE,NY,11701,3500,POINT (-73.4172 40.67965)
Suffolk,472938,Store,A,CVS ALBANY LLC,CVS PHARMACY 02232,89,BROADWAY,,,GREENLAWN,NY,11740,10000,POINT (-73.36438 40.86681)
Suffolk,472832,Store,A,EKINCILER CORP,SUN PETROLEUM,229,BROADWAY,,,HUNTINGTON,NY,11743,500,POINT (-73.36557 40.8523)
Suffolk,472654,Store,A,WALGREEN EASTERN CO INC,WALGREENS 05956,275,BROADWAY,,,AMITYVILLE,NY,11701,15000,POINT (-73.41691 40.68093)
Suffolk,472310,Store,JAC,ROCKY POINT ITALIAN PORK STORE IN,DEL FIORE ITLN PORK STR,39,BROADWAY,,,ROCKY POINT,NY,11778,2500,POINT (-72.92378 40.94853)
Suffolk,472252,Store,JAC,ALBANY TRIANGLE CORP,SUNOCO APLUS,293,BROADWAY,,,AMITYVILLE,NY,11701,1000,POINT (-73.41677 40.68235)
Suffolk,472245,Store,JAC,AHMAD NASIR,7-ELEVEN STR 32338C,403,BROADWAY,,,AMITYVILLE,NY,11701,2800,POINT (-73.41864 40.68553)
Schenectady,425580,Store,JABC,CENT ANNI LLC,CAPRI IMPORTS DELI & CA,2617,BROADWAY,,,SCHENECTADY,NY,12306,2000,POINT (-73.97336 42.79452)
Schenectady,420490,Store,JAC,BELLEVUE STAR MARKET INC,BELLEVUE STAR MARKET,1605,BROADWAY,,,SCHENECTADY,NY,12306,900,POINT (-73.95884 42.80102)
Schenectady,420237,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #23612,1643,EASTERN PARKWAY,,,SCHENECTADY,NY,12309,6000,POINT (-73.91237 42.80666)
Saratoga,410471,Store,JAC,BRAIDWOODS LLC,SARATOGA OLIVE OIL CO,484,BROADWAY,,,SARATOGA SPRINGS,NY,12866,1900,POINT (-73.78391 43.08356)
Saratoga,410435,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #408,521,BROADWAY,,,SARATOGA SPRINGS,NY,12866,2500,POINT (-73.784 43.08509)
Saratoga,410141,Store,JABC,PUTNAM MARKET INC,PUTNAM MARKET,431,BROADWAY,,,SARATOGA SPRINGS,NY,12866,5200,POINT (-73.78518 43.08224)
Rockland,395366,Store,A,GARCIA JUAN,GARCIA GROCERY STORE,67,BROADWAY,,,HAVERSTRAW,NY,10927,1200,POINT (-73.96514 41.19905)
Rockland,390411,Store,JAC,HERSHEYS DELI CORP,HERSHEYS DELI,167,BROADWAY,,,HAVERSTRAW,NY,10927,2000,POINT (-73.97068 41.20158)
Rensselaer,380385,Store,JAC,MOHAMED ABOZEID,DELI ON BROADWAY THE,904,BROADWAY,,,RENSSELAER,NY,12144,1200,POINT (-73.7391 42.64747)
Orange,336256,Store,JAC,COURTSUNIS JOHN G,COMMODORE CHOCOLATIER,480-482,BROADWAY,,,NEWBURGH,NY,12550,4500,POINT (-74.02992 41.5013)
Orange,331167,Store,JAC,VISHAL ENTERPRISE OF GRAND ST INC,QUICK MART,401,BROADWAY,,,NEWBURGH,NY,12550,1800,POINT (-74.02603 41.50103)
Orange,331108,Store,JAC,B&J SINGH CORP,SUNOCO FOOD MART,510,BROADWAY,,,NEWBURGH,NY,12550,1700,POINT (-74.03142 41.50169)
Orange,331075,Store,JAC,B&J SINGH CORP,GULF,515,BROADWAY,,,NEWBURGH,NY,12550,900,POINT (-74.03193 41.50148)
Orange,330743,Store,JABCH,TORINO BAKERY INC,TORINO BAKERY,404,BROADWAY,,,NEWBURGH,NY,12550,6000,POINT (-74.02613 41.50103)
Orange,330706,Store,JABHK,ROCKLAND BAKERY INC,ROCKLAND BAKERY,354,BROADWAY,,,NEWBURGH,NY,12550,12000,POINT (-74.02393 41.50087)
Orange,330618,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #1859,423,BROADWAY,,,NEWBURGH,NY,12550,6000,POINT (-74.02729 41.50112)
Orange,330615,Store,A,RITE AID OF NEW YORK INC,RITE AID 1302,657,BROADWAY,,,NEWBURGH,NY,12550,1000,POINT (-74.03928 41.50186)
Orange,330024,Store,JAC,GIL GUARIEN,LATIN GROCERY II,106,BROADWAY,,,NEWBURGH,NY,12550,2100,POINT (-74.01139 41.50003)
Nassau,288437,Store,JAC,ELENI GREEK AMERICAN GROCERY INC,BAKALIKO GROCERY&DELI,115,BROADWAY,,,HICKSVILLE,NY,11801,2000,POINT (-73.52253 40.76655)
Nassau,286809,Store,A,JOHN & FRANCO DRUGS INC,STUARTS PHARMACY,681,BROADWAY,,,MASSAPEQUA,NY,11758,10000,POINT (-73.466 40.68988)
Nassau,283662,Store,JAC,OTTER 59 INC,7-ELEVEN STORE 11147C,711,BROADWAY,,,MASSAPEQUA,NY,11758,1500,POINT (-73.46534 40.69185)
Nassau,282251,Store,JAC,HEWLETT FISH MARKET INC,HEWLETT FISH MARKET,1332,BROADWAY,,,HEWLETT,NY,11557,2000,POINT (-73.69975 40.63999)
Nassau,282070,Store,A,DUANE READE ET AL PTRS,DUANE READE 14269,1338-40,BROADWAY,,,HEWLET,NY,11557,15000,POINT (-73.69972 40.64002)
Nassau,282019,Store,A,CVS ALBANY LLC,CVS PHARMACY 02096,1740,BROADWAY,,,HEWLETT,NY,11557,6000,POINT (-73.68894 40.64767)
Nassau,282016,Store,A,CVS ALBANY LLC,CVS PHARMACY 02145,929,BROADWAY,,,WOODMERE,NY,11598,10000,POINT (-73.70867 40.62956)
Nassau,282001,Store,A,CVS ALBANY LLC,CVS PHARMACY 00555,308,BROADWAY,,,BETHPAGE,NY,11714,7500,POINT (-73.47955 40.74092)
Nassau,281971,Store,A,GENOVESE DRUG STORES INC,RITE AID 10621,444,HILLSIDE AVENUE,,,WILLISTON PARK,NY,11596,10400,POINT (-73.65688 40.75448)
